,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
6568,human,1,unsatisfying,twenty,Americans,adj-ambig,num-num,noun-human,An unsatisfying twenty Americans greeted us at the door., good,0.8062293287181728
6569,human,1,unsatisfying,twenty,bankers,adj-ambig,num-num,noun-human,An unsatisfying twenty bankers greeted us at the door., good,0.9379497385940472
6570,human,1,lovely,three,soldiers,adj-pos,num-num,noun-human,A lovely three soldiers greeted us at the door., good,0.9596984801805087
6571,human,1,lovely,three,students,adj-pos,num-num,noun-human,A lovely three students greeted us at the door., bad,0.39683134610914284
6572,human,1,lovely,three,athletes,adj-pos,num-num,noun-human,A lovely three athletes greeted us at the door., good,0.9283043468457103
6573,human,1,lovely,three,pianists,adj-pos,num-num,noun-human,A lovely three pianists greeted us at the door., good,0.993075030177769
6574,human,1,lovely,three,teammates,adj-pos,num-num,noun-human,A lovely three teammates greeted us at the door., good,0.8437445129389584
6575,human,1,lovely,three,lawyers,adj-pos,num-num,noun-human,A lovely three lawyers greeted us at the door., good,0.9641163178312004
6576,human,1,lovely,three,doctors,adj-pos,num-num,noun-human,A lovely three doctors greeted us at the door., good,0.9038581722521021
6577,human,1,lovely,three,actors,adj-pos,num-num,noun-human,A lovely three actors greeted us at the door., good,0.9231402277154205
6578,human,1,lovely,three,Americans,adj-pos,num-num,noun-human,A lovely three Americans greeted us at the door., good,0.8778924387237347
6579,human,1,lovely,three,bankers,adj-pos,num-num,noun-human,A lovely three bankers greeted us at the door., good,0.946892850925059
6580,human,1,lovely,five,soldiers,adj-pos,num-num,noun-human,A lovely five soldiers greeted us at the door., good,0.9443150699330412
6581,human,1,lovely,five,students,adj-pos,num-num,noun-human,A lovely five students greeted us at the door., good,0.5592869892418991
6582,human,1,lovely,five,athletes,adj-pos,num-num,noun-human,A lovely five athletes greeted us at the door., good,0.9131620338841956
6583,human,1,lovely,five,pianists,adj-pos,num-num,noun-human,A lovely five pianists greeted us at the door., good,0.9941349215212306
6584,human,1,lovely,five,teammates,adj-pos,num-num,noun-human,A lovely five teammates greeted us at the door., good,0.910960660883307
6585,human,1,lovely,five,lawyers,adj-pos,num-num,noun-human,A lovely five lawyers greeted us at the door., good,0.953111436352261
6586,human,1,lovely,five,doctors,adj-pos,num-num,noun-human,A lovely five doctors greeted us at the door., good,0.8118381835678513
6587,human,1,lovely,five,actors,adj-pos,num-num,noun-human,A lovely five actors greeted us at the door., good,0.8767606174733401
6588,human,1,lovely,five,Americans,adj-pos,num-num,noun-human,A lovely five Americans greeted us at the door., good,0.8807793662453742
6589,human,1,lovely,five,bankers,adj-pos,num-num,noun-human,A lovely five bankers greeted us at the door., good,0.8864657493759377
6590,human,1,lovely,twenty,soldiers,adj-pos,num-num,noun-human,A lovely twenty soldiers greeted us at the door., good,0.9861918384320321
6591,human,1,lovely,twenty,students,adj-pos,num-num,noun-human,A lovely twenty students greeted us at the door., good,0.9103701572221399
6592,human,1,lovely,twenty,athletes,adj-pos,num-num,noun-human,A lovely twenty athletes greeted us at the door., good,0.9689204164797961
6593,human,1,lovely,twenty,pianists,adj-pos,num-num,noun-human,A lovely twenty pianists greeted us at the door., good,0.993473724249801
6594,human,1,lovely,twenty,teammates,adj-pos,num-num,noun-human,A lovely twenty teammates greeted us at the door., good,0.9614858890846469
6595,human,1,lovely,twenty,lawyers,adj-pos,num-num,noun-human,A lovely twenty lawyers greeted us at the door., good,0.9842460985965293
6596,human,1,lovely,twenty,doctors,adj-pos,num-num,noun-human,A lovely twenty doctors greeted us at the door., good,0.9757708353355153
6597,human,1,lovely,twenty,actors,adj-pos,num-num,noun-human,A lovely twenty actors greeted us at the door., good,0.9626555793495772
6598,human,1,lovely,twenty,Americans,adj-pos,num-num,noun-human,A lovely twenty Americans greeted us at the door., good,0.9746999860023068
6599,human,1,lovely,twenty,bankers,adj-pos,num-num,noun-human,A lovely twenty bankers greeted us at the door., good,0.9794480522213659
6600,human,1,beautiful,three,soldiers,adj-pos,num-num,noun-human,A beautiful three soldiers greeted us at the door., good,0.8887983963011367
6601,human,1,beautiful,three,students,adj-pos,num-num,noun-human,A beautiful three students greeted us at the door., bad,0.03588171247715022
6602,human,1,beautiful,three,athletes,adj-pos,num-num,noun-human,A beautiful three athletes greeted us at the door., good,0.8414060394442329
6603,human,1,beautiful,three,pianists,adj-pos,num-num,noun-human,A beautiful three pianists greeted us at the door., good,0.9823372105247484
6604,human,1,beautiful,three,teammates,adj-pos,num-num,noun-human,A beautiful three teammates greeted us at the door., bad,0.4445083491564432
6605,human,1,beautiful,three,lawyers,adj-pos,num-num,noun-human,A beautiful three lawyers greeted us at the door., good,0.8353455311219731
6606,human,1,beautiful,three,doctors,adj-pos,num-num,noun-human,A beautiful three doctors greeted us at the door., good,0.6742186595402347
6607,human,1,beautiful,three,actors,adj-pos,num-num,noun-human,A beautiful three actors greeted us at the door., good,0.515016134336706
6608,human,1,beautiful,three,Americans,adj-pos,num-num,noun-human,A beautiful three Americans greeted us at the door., good,0.7393208680861421
6609,human,1,beautiful,three,bankers,adj-pos,num-num,noun-human,A beautiful three bankers greeted us at the door., good,0.8855799613903877
6610,human,1,beautiful,five,soldiers,adj-pos,num-num,noun-human,A beautiful five soldiers greeted us at the door., good,0.8815415964490241
6611,human,1,beautiful,five,students,adj-pos,num-num,noun-human,A beautiful five students greeted us at the door., bad,0.03614587939891334
6612,human,1,beautiful,five,athletes,adj-pos,num-num,noun-human,A beautiful five athletes greeted us at the door., good,0.7270533938937835
6613,human,1,beautiful,five,pianists,adj-pos,num-num,noun-human,A beautiful five pianists greeted us at the door., good,0.976250470384934
6614,human,1,beautiful,five,teammates,adj-pos,num-num,noun-human,A beautiful five teammates greeted us at the door., good,0.5169716714890519
6615,human,1,beautiful,five,lawyers,adj-pos,num-num,noun-human,A beautiful five lawyers greeted us at the door., good,0.8426522676248512
6616,human,1,beautiful,five,doctors,adj-pos,num-num,noun-human,A beautiful five doctors greeted us at the door., good,0.6616197393108513
6617,human,1,beautiful,five,actors,adj-pos,num-num,noun-human,A beautiful five actors greeted us at the door., good,0.5424101659491346
6618,human,1,beautiful,five,Americans,adj-pos,num-num,noun-human,A beautiful five Americans greeted us at the door., good,0.6394855205814142
6619,human,1,beautiful,five,bankers,adj-pos,num-num,noun-human,A beautiful five bankers greeted us at the door., good,0.7545454983059369
6620,human,1,beautiful,twenty,soldiers,adj-pos,num-num,noun-human,A beautiful twenty soldiers greeted us at the door., good,0.9776253500488237
6621,human,1,beautiful,twenty,students,adj-pos,num-num,noun-human,A beautiful twenty students greeted us at the door., bad,0.18634246485374728
6622,human,1,beautiful,twenty,athletes,adj-pos,num-num,noun-human,A beautiful twenty athletes greeted us at the door., good,0.906094358416173
6623,human,1,beautiful,twenty,pianists,adj-pos,num-num,noun-human,A beautiful twenty pianists greeted us at the door., good,0.9906599943634824
6624,human,1,beautiful,twenty,teammates,adj-pos,num-num,noun-human,A beautiful twenty teammates greeted us at the door., good,0.6908322837101477
6625,human,1,beautiful,twenty,lawyers,adj-pos,num-num,noun-human,A beautiful twenty lawyers greeted us at the door., good,0.9635570487199117
6626,human,1,beautiful,twenty,doctors,adj-pos,num-num,noun-human,A beautiful twenty doctors greeted us at the door., good,0.861094658854388
6627,human,1,beautiful,twenty,actors,adj-pos,num-num,noun-human,A beautiful twenty actors greeted us at the door., good,0.8589713158901073
6628,human,1,beautiful,twenty,Americans,adj-pos,num-num,noun-human,A beautiful twenty Americans greeted us at the door., good,0.9339380411987498
6629,human,1,beautiful,twenty,bankers,adj-pos,num-num,noun-human,A beautiful twenty bankers greeted us at the door., good,0.9510766712238617
6630,human,1,enchanting,three,soldiers,adj-pos,num-num,noun-human,An enchanting three soldiers greeted us at the door., good,0.9935266545619793
6631,human,1,enchanting,three,students,adj-pos,num-num,noun-human,An enchanting three students greeted us at the door., good,0.9607034206422727
6632,human,1,enchanting,three,athletes,adj-pos,num-num,noun-human,An enchanting three athletes greeted us at the door., good,0.9566310897526024
6633,human,1,enchanting,three,pianists,adj-pos,num-num,noun-human,An enchanting three pianists greeted us at the door., good,0.9961918889157914
6634,human,1,enchanting,three,teammates,adj-pos,num-num,noun-human,An enchanting three teammates greeted us at the door., good,0.9220949482309342
6635,human,1,enchanting,three,lawyers,adj-pos,num-num,noun-human,An enchanting three lawyers greeted us at the door., good,0.9786150794879742
6636,human,1,enchanting,three,doctors,adj-pos,num-num,noun-human,An enchanting three doctors greeted us at the door., good,0.974898351783697
6637,human,1,enchanting,three,actors,adj-pos,num-num,noun-human,An enchanting three actors greeted us at the door., good,0.9790391651415273
6638,human,1,enchanting,three,Americans,adj-pos,num-num,noun-human,An enchanting three Americans greeted us at the door., good,0.970489600539785
6639,human,1,enchanting,three,bankers,adj-pos,num-num,noun-human,An enchanting three bankers greeted us at the door., good,0.9677707986462148
6640,human,1,enchanting,five,soldiers,adj-pos,num-num,noun-human,An enchanting five soldiers greeted us at the door., good,0.9938625267089781
6641,human,1,enchanting,five,students,adj-pos,num-num,noun-human,An enchanting five students greeted us at the door., good,0.9791245205174492
6642,human,1,enchanting,five,athletes,adj-pos,num-num,noun-human,An enchanting five athletes greeted us at the door., good,0.9752655715464477
6643,human,1,enchanting,five,pianists,adj-pos,num-num,noun-human,An enchanting five pianists greeted us at the door., good,0.9973935286605063
6644,human,1,enchanting,five,teammates,adj-pos,num-num,noun-human,An enchanting five teammates greeted us at the door., good,0.9700076450702945
6645,human,1,enchanting,five,lawyers,adj-pos,num-num,noun-human,An enchanting five lawyers greeted us at the door., good,0.9889287726679745
6646,human,1,enchanting,five,doctors,adj-pos,num-num,noun-human,An enchanting five doctors greeted us at the door., good,0.9630152965906896
6647,human,1,enchanting,five,actors,adj-pos,num-num,noun-human,An enchanting five actors greeted us at the door., good,0.9915382052361548
6648,human,1,enchanting,five,Americans,adj-pos,num-num,noun-human,An enchanting five Americans greeted us at the door., good,0.9705546303741068
6649,human,1,enchanting,five,bankers,adj-pos,num-num,noun-human,An enchanting five bankers greeted us at the door., good,0.9740748599774299
6650,human,1,enchanting,twenty,soldiers,adj-pos,num-num,noun-human,An enchanting twenty soldiers greeted us at the door., good,0.9949254017994943
6651,human,1,enchanting,twenty,students,adj-pos,num-num,noun-human,An enchanting twenty students greeted us at the door., good,0.9896153615848867
6652,human,1,enchanting,twenty,athletes,adj-pos,num-num,noun-human,An enchanting twenty athletes greeted us at the door., good,0.9780361416282625
6653,human,1,enchanting,twenty,pianists,adj-pos,num-num,noun-human,An enchanting twenty pianists greeted us at the door., good,0.9960348291329046
6654,human,1,enchanting,twenty,teammates,adj-pos,num-num,noun-human,An enchanting twenty teammates greeted us at the door., good,0.9785317510259952
6655,human,1,enchanting,twenty,lawyers,adj-pos,num-num,noun-human,An enchanting twenty lawyers greeted us at the door., good,0.9939527104075475
6656,human,1,enchanting,twenty,doctors,adj-pos,num-num,noun-human,An enchanting twenty doctors greeted us at the door., good,0.9914710307983098
6657,human,1,enchanting,twenty,actors,adj-pos,num-num,noun-human,An enchanting twenty actors greeted us at the door., good,0.9905125911610462
6658,human,1,enchanting,twenty,Americans,adj-pos,num-num,noun-human,An enchanting twenty Americans greeted us at the door., good,0.9831189234898868
6659,human,1,enchanting,twenty,bankers,adj-pos,num-num,noun-human,An enchanting twenty bankers greeted us at the door., good,0.990078727785136
6660,human,1,soothing,three,soldiers,adj-pos,num-num,noun-human,A soothing three soldiers greeted us at the door., good,0.9857783636140072
